precision,recall,f1-score,support,Classe,Ano
1.0,1.0,1.0,1059.0,Água,2024
0.9977661950856291,0.9992542878448919,0.9985096870342772,1341.0,Floresta Nativa,2024
0.9924242424242424,0.9632352941176471,0.9776119402985075,136.0,Floresta Plantada,2024
0.9758064516129032,0.8832116788321168,0.9272030651340997,274.0,Agricultura,2024
0.9621928166351607,0.9980392156862745,0.9797882579403272,1020.0,Agricultura em Pousio,2024
1.0,0.7297297297297297,0.84375,37.0,Solo Exposto,2024
