precision,recall,f1-score,support,Classe,Ano
1.0,0.9971671388101983,0.9985815602836879,1059.0,Água,2022
0.9866567828020756,0.9925428784489188,0.9895910780669145,1341.0,Floresta Nativa,2022
0.9212598425196851,0.8602941176470589,0.8897338403041825,136.0,Floresta Plantada,2022
0.12669683257918551,0.10218978102189781,0.11313131313131314,274.0,Agricultura,2022
0.7532588454376163,0.7931372549019607,0.772683858643744,1020.0,Agricultura em Pousio,2022
0.375,0.40540540540540543,0.38961038961038963,37.0,Solo Exposto,2022
